year,month,session,talk_title,speaker,words
2011,10,Sunday Morning Session,Stand in Holy Places,Thomas S. Monson,2611
2011,10,Sunday Morning Session,The Book of Mormon—a Book from God,Tad R. Callister,1753
2011,10,Sunday Morning Session,The Importance of a Name,M. Russell Ballard,1899
2011,10,Sunday Morning Session,Waiting upon the Lord: Thy Will Be Done,Robert D. Hales,1781
2012,4,General Young Women Meeting,Arise and Shine Forth,Ann M. Dibb,1632
2012,4,General Young Women Meeting,"Believe, Obey, and Endure",Thomas S. Monson,2360
2012,4,General Young Women Meeting,Now Is the Time to Arise and Shine!,Elaine S. Dalton,2062
2012,4,General Young Women Meeting,Seek Learning: You Have a Work to Do,Mary N. Cook,1794
2012,4,Priesthood Session,Aaronic Priesthood: Arise and Use the Power of God,Adrián Ochoa,1617
2012,4,Priesthood Session,Families under Covenant,Henry B. Eyring,2432
2012,4,Priesthood Session,The Powers of Heaven,David A. Bednar,2214
2012,4,Priesthood Session,The Rescue for Real Growth,Richard C. Edgley,1587
2012,4,Priesthood Session,The Why of Priesthood Service,Dieter F. Uchtdorf,2188
2012,4,Priesthood Session,Willing and Worthy to Serve,Thomas S. Monson,2259
2012,4,Saturday Afternoon Session,Abide in the Lord’s Territory!,Ulisses Soares,1325
2012,4,Saturday Afternoon Session,"Church Auditing Department Report, 2011",Robert W. Cantwell,196
2012,4,Saturday Afternoon Session,"Coming to Ourselves: The Sacrament, the Temple, and Sacrifice in Service",Robert D. Hales,1553
2012,4,Saturday Afternoon Session,"Faith, Fortitude, Fulfillment: A Message to Single Parents",David S. Baxter,1293
2012,4,Saturday Afternoon Session,How to Obtain Revelation and Inspiration for Your Personal Life,Richard G. Scott,1842
2012,4,Saturday Afternoon Session,In Tune with the Music of Faith,Quentin L. Cook,2113
2012,4,Saturday Afternoon Session,"Statistical Report, 2011",Brook P. Hales,193
2012,4,Saturday Afternoon Session,The Laborers in the Vineyard,Jeffrey R. Holland,1814
2012,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,882
2012,4,Saturday Morning Session,And a Little Child Shall Lead Them,Boyd K. Packer,2420
2012,4,Saturday Morning Session,As We Gather Once Again,Thomas S. Monson,636
2012,4,Saturday Morning Session,Converted to His Gospel through His Church,Donald L. Hallstrom,1544
2012,4,Saturday Morning Session,He Truly Loves Us,Paul E. Koelliker,1731
2012,4,Saturday Morning Session,Mountains to Climb,Henry B. Eyring,2401
2012,4,Saturday Morning Session,Sacrifice,Dallin H. Oaks,2070
2012,4,Saturday Morning Session,Teaching Our Children to Understand,Cheryl A. Esplin,1547
2012,4,Sunday Afternoon Session,As We Close This Conference,Thomas S. Monson,737
2012,4,Sunday Afternoon Session,Having the Vision to Do,O. Vincent Haleck,1533
2012,4,Sunday Afternoon Session,Only upon the Principles of Righteousness,Larry Y. Wilson,1497
2012,4,Sunday Afternoon Session,That the Lost May Be Found,M. Russell Ballard,2017
2012,4,Sunday Afternoon Session,The Power of Deliverance,L. Tom Perry,1944
2012,4,Sunday Afternoon Session,To Hold Sacred,Paul B. Pieper,1409
2012,4,Sunday Afternoon Session,Was It Worth It?,David F. Evans,1870
2012,4,Sunday Afternoon Session,What Thinks Christ of Me?,Neil L. Andersen,1848
2012,4,Sunday Morning Session,Special Lessons,Ronald A. Rasband,1474
2012,4,Sunday Morning Session,Thanks Be to God,Russell M. Nelson,1632
2012,4,Sunday Morning Session,The Doctrine of Christ,D. Todd Christofferson,2234
2012,4,Sunday Morning Session,The Merciful Obtain Mercy,Dieter F. Uchtdorf,1889
2012,4,Sunday Morning Session,The Race of Life,Thomas S. Monson,2223
2012,4,Sunday Morning Session,"The Vision of Prophets regarding Relief Society: Faith, Family, Relief",Julie B. Beck,1504
2012,10,General Relief Society Meeting,Is Faith in the Atonement of Jesus Christ Written in Our Hearts?,Linda K. Burton,2400
2012,10,General Relief Society Meeting,The Caregiver,Henry B. Eyring,2721
2012,10,General Relief Society Meeting,The Lord Has Not Forgotten You,Linda S. Reeves,1443
2012,10,General Relief Society Meeting,Wide Awake to Our Duties,Carole M. Stephens,1786
2012,10,Priesthood Session,"Be Valiant in Courage, Strength, and Activity",Gary E. Stevenson,1562
2012,10,Priesthood Session,Beware Concerning Yourselves,Anthony D. Perkins,1538
2012,10,Priesthood Session,"Brethren, We Have Work to Do",D. Todd Christofferson,2325
2012,10,Priesthood Session,Help Them Aim High,Henry B. Eyring,2747
2012,10,Priesthood Session,See Others as They May Become,Thomas S. Monson,2610
2012,10,Priesthood Session,The Joy of the Priesthood,Dieter F. Uchtdorf,2105
2012,10,Saturday Afternoon Session,"“Come unto Me, O Ye House of Israel”",Larry J. Echo Hawk,1282
2012,10,Saturday Afternoon Session,Be Anxiously Engaged,M. Russell Ballard,1830
2012,10,Saturday Afternoon Session,Becoming Goodly Parents,L. Tom Perry,1932
2012,10,Saturday Afternoon Session,Protect the Children,Dallin H. Oaks,2036
2012,10,Saturday Afternoon Session,Temple Standard,Scott D. Whiting,1424
2012,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,408
2012,10,Saturday Afternoon Session,Trial of Your Faith,Neil L. Andersen,2043
2012,10,Saturday Afternoon Session,What Shall a Man Give in Exchange for His Soul?,Robert C. Gay,1535
2012,10,Saturday Morning Session,"“Because I Live, Ye Shall Live Also”",Shayne M. Bowen,1876
2012,10,Saturday Morning Session,An Unspeakable Gift from God,Craig C. Christensen,1769
2012,10,Saturday Morning Session,Ask the Missionaries! They Can Help You!,Russell M. Nelson,1903
2012,10,Saturday Morning Session,Can Ye Feel So Now?,Quentin L. Cook,2243
2012,10,Saturday Morning Session,I Know It. I Live It. I Love It.,Ann M. Dibb,1465
2012,10,Saturday Morning Session,Of Regrets and Resolutions,Dieter F. Uchtdorf,2370
2012,10,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,844
2012,10,Sunday Afternoon Session,Becoming a True Disciple,Daniel L. Johnson,1522
2012,10,Sunday Afternoon Session,Being a More Christian Christian,Robert D. Hales,1627
2012,10,Sunday Afternoon Session,Blessings of the Sacrament,Don R. Clarke,1472
2012,10,Sunday Afternoon Session,By Faith All Things Are Fulfilled,Marcus B. Nash,1450
2012,10,Sunday Afternoon Session,Converted unto the Lord,David A. Bednar,2074
2012,10,Sunday Afternoon Session,God Be with You Till We Meet Again,Thomas S. Monson,769
2012,10,Sunday Afternoon Session,One Step Closer to the Savior,Russell T. Osguthorpe,1647
2012,10,Sunday Afternoon Session,The Joy of Redeeming the Dead,Richard G. Scott,1798
2012,10,Sunday Morning Session,Consider the Blessings,Thomas S. Monson,2576
2012,10,Sunday Morning Session,"First Observe, Then Serve",Linda K. Burton,1594
2012,10,Sunday Morning Session,Learning with Our Hearts,Walter F. González,1253
2012,10,Sunday Morning Session,The Atonement,Boyd K. Packer,1871
2012,10,Sunday Morning Session,The First Great Commandment,Jeffrey R. Holland,1916
2012,10,Sunday Morning Session,Where Is the Pavilion?,Henry B. Eyring,2413
2013,4,General Young Women Meeting,Be Not Moved!,Elaine S. Dalton,1993
2013,4,General Young Women Meeting,"When You Save a Girl, You Save Generations",Mary N. Cook,1909
2013,4,General Young Women Meeting,Your Holy Places,Ann M. Dibb,1587
2013,4,General Young Women Meeting,Your Wonderful Journey Home,Dieter F. Uchtdorf,2842
2013,4,Priesthood Session,"Come, All Ye Sons of God",Thomas S. Monson,2177
2013,4,Priesthood Session,Four Titles,Dieter F. Uchtdorf,2186
2013,4,Priesthood Session,Stand Strong in Holy Places,Robert D. Hales,1778
2013,4,Priesthood Session,The Power of the Priesthood in the Boy,Tad R. Callister,1860
2013,4,Priesthood Session,We Are One,Henry B. Eyring,2388
2013,4,Priesthood Session,Your Sacred Duty to Minister,David L. Beck,1499
2013,4,Saturday Afternoon Session,Catch the Wave,Russell M. Nelson,1638
2013,4,Saturday Afternoon Session,"Church Auditing Department Report, 2012",Robert W. Cantwell,196
2013,4,Saturday Afternoon Session,For Peace at Home,Richard G. Scott,1726
2013,4,Saturday Afternoon Session,Personal Peace: The Reward of Righteousness,Quentin L. Cook,2156
2013,4,Saturday Afternoon Session,"Statistical Report, 2012",Brook P. Hales,95
2013,4,Saturday Afternoon Session,The Gospel to All the World,John B. Dickson,1282
2013,4,Saturday Afternoon Session,The Lord’s Way,Stanley G. Ellis,1515
2013,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,895
2013,4,Saturday Afternoon Session,We Believe in Being Chaste,David A. Bednar,2123
2013,4,Saturday Morning Session,“Come unto Me”,Henry B. Eyring,2514
2013,4,Saturday Morning Session,“This Is My Work and Glory”,M. Russell Ballard,2049
2013,4,Saturday Morning Session,A Sure Foundation,Dean M. Davies,1685
2013,4,Saturday Morning Session,The Savior Wants to Forgive,Craig A. Cardon,1665
2013,4,Saturday Morning Session,These Things I Know,Boyd K. Packer,1699
2013,4,Saturday Morning Session,We Are Daughters of Our Heavenly Father,Elaine S. Dalton,1573
2013,4,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,590
2013,4,Sunday Afternoon Session,"“Lord, I Believe”",Jeffrey R. Holland,1726
2013,4,Sunday Afternoon Session,Beautiful Mornings,Bruce D. Porter,1339
2013,4,Sunday Afternoon Session,Being Accepted of the Lord,Erich W. Kopischke,1504
2013,4,Sunday Afternoon Session,Followers of Christ,Dallin H. Oaks,2096
2013,4,Sunday Afternoon Session,Redemption,D. Todd Christofferson,2163
2013,4,Sunday Afternoon Session,The Father and the Son,Christoffel Golden Jr.,1281
2013,4,Sunday Afternoon Session,The Home: The School of Life,Enrique R. Falabella,1405
2013,4,Sunday Afternoon Session,Until We Meet Again,Thomas S. Monson,691
2013,4,Sunday Morning Session,It’s a Miracle,Neil L. Andersen,1892
2013,4,Sunday Morning Session,Marriage: Watch and Learn,L. Whitney Clayton,1340
2013,4,Sunday Morning Session,Obedience Brings Blessings,Thomas S. Monson,2356
2013,4,Sunday Morning Session,Obedience to Law Is Liberty,L. Tom Perry,1745
2013,4,Sunday Morning Session,The Hope of God’s Light,Dieter F. Uchtdorf,2070
2013,4,Sunday Morning Session,The Words We Speak,Rosemary M. Wixom,1354
2013,10,General Relief Society Meeting,Claim the Blessings of Your Covenants,Linda S. Reeves,1579
2013,10,General Relief Society Meeting,"The Power, Joy, and Love of Covenant Keeping",Linda K. Burton,2386
2013,10,General Relief Society Meeting,We Have Great Reason to Rejoice,Carole M. Stephens,1911
2013,10,General Relief Society Meeting,We Never Walk Alone,Thomas S. Monson,2144
2013,10,Priesthood Session,Bind Up Their Wounds,Henry B. Eyring,2188
2013,10,Priesthood Session,Called of Him to Declare His Word,Randy D. Funk,1626
2013,10,Priesthood Session,The Doctrines and Principles Contained in the Articles of Faith,L. Tom Perry,1738
2013,10,Priesthood Session,True Shepherds,Thomas S. Monson,2032
2013,10,Priesthood Session,Ye Are No More Strangers,Gérald Caussé,1702
2013,10,Priesthood Session,You Can Do It Now!,Dieter F. Uchtdorf,1887
2013,10,Saturday Afternoon Session,Hastening the Lord’s Game Plan!,S. Gifford Nielsen,1504
2013,10,Saturday Afternoon Session,Like a Broken Vessel,Jeffrey R. Holland,1695
2013,10,Saturday Afternoon Session,Put Your Trust in the Lord,M. Russell Ballard,1983
2013,10,Saturday Afternoon Session,Small and Simple Things,Arnulfo Valenzuela,1150
2013,10,Saturday Afternoon Session,The Key to Spiritual Protection,Boyd K. Packer,1786
2013,10,Saturday Afternoon Session,The Moral Force of Women,D. Todd Christofferson,2066
2013,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,378
2013,10,Saturday Afternoon Session,Wilt Thou Be Made Whole?,Timothy J. Dyches,1509
2013,10,Saturday Morning Session,Be Meek and Lowly of Heart,Ulisses Soares,1593
2013,10,Saturday Morning Session,"Come, Join with Us",Dieter F. Uchtdorf,2076
2013,10,Saturday Morning Session,Do We Know What We Have?,Carole M. Stephens,1596
2013,10,Saturday Morning Session,General Conference: Strengthening Faith and Testimony,Robert D. Hales,1798
2013,10,Saturday Morning Session,Look Ahead and Believe,Edward Dube,1466
2013,10,Saturday Morning Session,The Windows of Heaven,David A. Bednar,2176
2013,10,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,501
2013,10,Sunday Afternoon Session,Continually Holding Fast,Kevin S. Hamilton,1598
2013,10,Sunday Afternoon Session,Decisions for Eternity,Russell M. Nelson,1580
2013,10,Sunday Afternoon Session,Drawing Closer to God,Terence M. Vinson,1551
2013,10,Sunday Afternoon Session,Lamentations of Jeremiah: Beware of Bondage,Quentin L. Cook,2075
2013,10,Sunday Afternoon Session,Look Up,Adrián Ochoa,1398
2013,10,Sunday Afternoon Session,Power in the Priesthood,Neil L. Andersen,1883
2013,10,Sunday Afternoon Session,Teaching with the Power and Authority of God,David M. McConkie,1465
2013,10,Sunday Afternoon Session,Till We Meet Again,Thomas S. Monson,339
2013,10,Sunday Morning Session,"“I Will Not Fail Thee, nor Forsake Thee”",Thomas S. Monson,1966
2013,10,Sunday Morning Session,Be Ye Converted,Bonnie L. Oscarson,1884
2013,10,Sunday Morning Session,No Other Gods,Dallin H. Oaks,1962
2013,10,Sunday Morning Session,Personal Strength through the Atonement of Jesus Christ,Richard G. Scott,1636
2013,10,Sunday Morning Session,The Strength to Endure,Richard J. Maynes,1845
2013,10,Sunday Morning Session,To My Grandchildren,Henry B. Eyring,2189
2014,4,General Women's Meeting,Daughters in the Covenant,Henry B. Eyring,2272
2014,4,General Women's Meeting,"Keeping Covenants Protects Us, Prepares Us, and Empowers Us",Rosemary M. Wixom,1437
2014,4,General Women's Meeting,"Sisterhood: Oh, How We Need Each Other",Bonnie L. Oscarson,1780
2014,4,General Women's Meeting,Wanted: Hands and Hearts to Hasten the Work,Linda K. Burton,1510
2014,4,Priesthood Session,Are You Sleeping through the Restoration?,Dieter F. Uchtdorf,1987
2014,4,Priesthood Session,Be Strong and of a Good Courage,Thomas S. Monson,1845
2014,4,Priesthood Session,The Choice Generation,Randall L. Ridd,1407
2014,4,Priesthood Session,The Keys and Authority of the Priesthood,Dallin H. Oaks,1968
2014,4,Priesthood Session,The Priesthood Man,Henry B. Eyring,2174
2014,4,Priesthood Session,What Manner of Men?,Donald L. Hallstrom,1558
2014,4,Saturday Afternoon Session,“I Have Given You an Example”,Richard G. Scott,1661
2014,4,Saturday Afternoon Session,"“If Ye Love Me, Keep My Commandments”",Robert D. Hales,1587
2014,4,Saturday Afternoon Session,"Church Auditing Department Report, 2013",Kevin R. Jergensen,172
2014,4,Saturday Afternoon Session,Let Your Faith Show,Russell M. Nelson,1580
2014,4,Saturday Afternoon Session,Let’s Not Take the Wrong Way,Claudio D. Zivic,1176
2014,4,Saturday Afternoon Session,"Statistical Report, 2013",Brook P. Hales,81
2014,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,797
2014,4,Saturday Afternoon Session,What Are You Thinking?,W. Craig Zwick,1456
2014,4,Saturday Morning Session,A Priceless Heritage of Hope,Henry B. Eyring,2651
2014,4,Saturday Morning Session,Christ the Redeemer,Carlos H. Amado,1438
2014,4,Saturday Morning Session,Protection from Pornography—a Christ-Focused Home,Linda S. Reeves,1485
2014,4,Saturday Morning Session,Spiritual Whirlwinds,Neil L. Andersen,1955
2014,4,Saturday Morning Session,The Cost—and Blessings—of Discipleship,Jeffrey R. Holland,1737
2014,4,Saturday Morning Session,The Joyful Burden of Discipleship,Ronald A. Rasband,1436
2014,4,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,518
2014,4,Sunday Afternoon Session,If Ye Lack Wisdom,Marcos A. Aidukaitis,1459
2014,4,Sunday Afternoon Session,Live True to the Faith,William R. Walker,1718
2014,4,Sunday Afternoon Session,Obedience through Our Faithfulness,L. Tom Perry,1827
2014,4,Sunday Afternoon Session,The Prophet Joseph Smith,Lawrence E. Corbridge,1355
2014,4,Sunday Afternoon Session,The Resurrection of Jesus Christ,D. Todd Christofferson,2161
2014,4,Sunday Afternoon Session,The Witness,Boyd K. Packer,1836
2014,4,Sunday Afternoon Session,Until We Meet Again,Thomas S. Monson,523
2014,4,Sunday Afternoon Session,Where Your Treasure Is,Michael John U. Teh,1362
2014,4,Sunday Morning Session,“Fear Not; I Am with Thee”,Jean A. Stevens,1619
2014,4,Sunday Morning Session,Bear Up Their Burdens with Ease,David A. Bednar,2171
2014,4,Sunday Morning Session,Following Up,M. Russell Ballard,1957
2014,4,Sunday Morning Session,Grateful in Any Circumstances,Dieter F. Uchtdorf,1938
2014,4,Sunday Morning Session,Love—the Essence of the Gospel,Thomas S. Monson,1877
2014,4,Sunday Morning Session,Your Four Minutes,Gary E. Stevenson,1603
2014,10,General Women's Session,Covenant Daughters of God,Jean A. Stevens,1750
2014,10,General Women's Session,Living the Gospel Joyful,Dieter F. Uchtdorf,2250
2014,10,General Women's Session,Prepared in a Manner That Never Had Been Known,Linda K. Burton,1616
2014,10,General Women's Session,Sharing Your Light,Neill F. Marriott,1703
2014,10,Priesthood Session,"“Lord, Is It I?”",Dieter F. Uchtdorf,1938
2014,10,Priesthood Session,Choose Wisely,Quentin L. Cook,2170
2014,10,Priesthood Session,Guided Safely Home,Thomas S. Monson,1666
2014,10,Priesthood Session,I Know These Things of Myself,Craig C. Christensen,1833
2014,10,Priesthood Session,The Law of the Fast: A Personal Responsibility to Care for the Poor and Needy,Dean M. Davies,1677
2014,10,Priesthood Session,The Preparatory Priesthood,Henry B. Eyring,2307
2014,10,Saturday Afternoon Session,Approaching the Throne of God with Confidence,Jörg Klebingat,1766
2014,10,Saturday Afternoon Session,Are We Not All Beggars?,Jeffrey R. Holland,1722
2014,10,Saturday Afternoon Session,Finding Lasting Peace and Building Eternal Families,L. Tom Perry,1914
2014,10,Saturday Afternoon Session,Joseph Smith,Neil L. Andersen,1876
2014,10,Saturday Afternoon Session,Loving Others and Living with Differences,Dallin H. Oaks,1919
2014,10,Saturday Afternoon Session,Parents: The Prime Gospel Teachers of Their Children,Tad R. Callister,1541
2014,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,299
2014,10,Saturday Afternoon Session,"Yes, Lord, I Will Follow Thee",Eduardo Gavarret,1512
2014,10,Saturday Morning Session,"Free Forever, to Act for Themselves",D. Todd Christofferson,2101
2014,10,Saturday Morning Session,Receiving a Testimony of Light and Truth,Dieter F. Uchtdorf,2004
2014,10,Saturday Morning Session,Rescue in Unity,Chi Hong (Sam) Wong,1157
2014,10,Saturday Morning Session,The Reason for Our Hope,Boyd K. Packer,1614
2014,10,Saturday Morning Session,The Sacrament—a Renewal for the Soul,Cheryl A. Esplin,1347
2014,10,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,571
2014,10,Saturday Morning Session,Which Way Do You Face?,Lynn G. Robbins,1849
2014,10,Sunday Afternoon Session,Come and See,David A. Bednar,2060
2014,10,Sunday Afternoon Session,Make the Exercise of Faith Your First Priority,Richard G. Scott,1562
2014,10,Sunday Afternoon Session,Our Personal Ministries,Hugo E. Martinez,1345
2014,10,Sunday Afternoon Session,Stay in the Boat and Hold On!,M. Russell Ballard,1869
2014,10,Sunday Afternoon Session,The Book,Allan F. Packer,1448
2014,10,Sunday Afternoon Session,The Lord Has a Plan for Us!,Carlos A. Godoy,1633
2014,10,Sunday Afternoon Session,Trifle Not with Sacred Things,Larry S. Kacher,1669
2014,10,Sunday Afternoon Session,Until We Meet Again,Thomas S. Monson,446
2014,10,Sunday Morning Session,Continuing Revelation,Henry B. Eyring,2425
2014,10,Sunday Morning Session,"Eternal Life—to Know Our Heavenly Father and His Son, Jesus Christ",Robert D. Hales,1629
2014,10,Sunday Morning Session,Live according to the Words of the Prophets,Carol F. McConkie,1492
2014,10,Sunday Morning Session,Ponder the Path of Thy Feet,Thomas S. Monson,1760
2014,10,Sunday Morning Session,Sustaining the Prophets,Russell M. Nelson,1672
2014,10,Sunday Morning Session,The Sacrament and the Atonement,James J. Hamula,1591
2015,4,General Priesthood Session,Fatherhood—Our Eternal Destiny,Larry M. Gibson,1619
2015,4,General Priesthood Session,On Being Genuine,Dieter F. Uchtdorf,1952
2015,4,General Priesthood Session,Priesthood and Personal Prayer,Henry B. Eyring,2458
2015,4,General Priesthood Session,The Greatest Generation of Young Adults,M. Russell Ballard,1863
2015,4,General Priesthood Session,The Priesthood—a Sacred Gift,Thomas S. Monson,1590
2015,4,General Priesthood Session,"Yes, We Can and Will Win!",Ulisses Soares,1691
2015,4,General Women's Session,Defenders of the Family Proclamation,Bonnie L. Oscarson,1751
2015,4,General Women's Session,Filling Our Homes with Light and Truth,Cheryl A. Esplin,1409
2015,4,General Women's Session,The Comforter,Henry B. Eyring,2262
2015,4,General Women's Session,The Family Is of God,Carole M. Stephens,1374
2015,4,Saturday Afternoon Session,"Church Auditing Department Report, 2014",Kevin R. Jergensen,172
2015,4,Saturday Afternoon Session,Latter-day Saints Keep on Trying,Dale G. Renlund,1259
2015,4,Saturday Afternoon Session,"Statistical Report, 2014",Brook P. Hales,82
2015,4,Saturday Afternoon Session,The Lord Is My Light,Quentin L. Cook,2193
2015,4,Saturday Afternoon Session,The Music of the Gospel,Wilford W. Andersen,1444
2015,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,818
2015,4,Saturday Afternoon Session,Therefore They Hushed Their Fears,David A. Bednar,2250
2015,4,Saturday Afternoon Session,Truly Good and without Guile,Michael T. Ringwood,1792
2015,4,Saturday Afternoon Session,"Why Marriage, Why Family",D. Todd Christofferson,2150
2015,4,Saturday Morning Session,“Is Not This the Fast That I Have Chosen?”,Henry B. Eyring,2394
2015,4,Saturday Morning Session,Choose to Believe,L. Whitney Clayton,1694
2015,4,Saturday Morning Session,The Parable of the Sower,Dallin H. Oaks,1949
2015,4,Saturday Morning Session,The Plan of Happiness,Boyd K. Packer,1949
2015,4,Saturday Morning Session,We’ll Ascend Together,Linda K. Burton,1896
2015,4,Saturday Morning Session,Why Marriage and Family Matter—Everywhere in the World,L. Tom Perry,1762
2015,4,Sunday Afternoon Session,"Be Fruitful, Multiply, and Subdue the Earth",Joseph W. Sitati,1530
2015,4,Sunday Afternoon Session,If You Will Be Responsible,Jorge F. Zeballos,1704
2015,4,Sunday Afternoon Session,"Preserving Agency, Protecting Religious Freedom",Robert D. Hales,1619
2015,4,Sunday Afternoon Session,Stay by the Tree,Kevin W. Pearson,1373
2015,4,Sunday Afternoon Session,The Eternal Perspective of the Gospel,Rafael E. Pino,1368
2015,4,Sunday Afternoon Session,The Sabbath Is a Delight,Russell M. Nelson,1693
2015,4,Sunday Afternoon Session,Thy Kingdom Come,Neil L. Andersen,1913
2015,4,Sunday Morning Session,Blessings of the Temple,Thomas S. Monson,1448
2015,4,Sunday Morning Session,Is It Still Wonderful to You?,Gérald Caussé,1375
2015,4,Sunday Morning Session,Returning to Faith,Rosemary M. Wixom,1435
2015,4,Sunday Morning Session,Seeking the Lord,José A. Teixeira,1189
2015,4,Sunday Morning Session,The Gift of Grace,Dieter F. Uchtdorf,2038
2015,4,Sunday Morning Session,Waiting for the Prodigal,Brent H. Nielson,1708
2015,4,Sunday Morning Session,"Where Justice, Love, and Mercy Meet",Jeffrey R. Holland,1665
2015,10,General Priesthood Session,"Be Not Afraid, Only Believe",Dieter F. Uchtdorf,1979
2015,10,General Priesthood Session,"Faith Is Not by Chance, but by Choice",Neil L. Andersen,1896
2015,10,General Priesthood Session,Keep the Commandments,Thomas S. Monson,1570
2015,10,General Priesthood Session,You Are Not Alone in the Work,Henry B. Eyring,2088
2015,10,General Priesthood Session,Your Next Step,Randall K. Bennett,1313
2015,10,General Women's Session,A Summer with Great-Aunt Rose,Dieter F. Uchtdorf,2592
2015,10,General Women's Session,Discovering the Divinity Within,Rosemary M. Wixom,1404
2015,10,General Women's Session,Here to Serve a Righteous Cause,Carol F. McConkie,1559
2015,10,General Women's Session,Worthy of Our Promised Blessings,Linda S. Reeves,1332
2015,10,Saturday Afternoon Session,Behold Thy Mother,Jeffrey R. Holland,1677
2015,10,Saturday Afternoon Session,Choose the Light,Vern P. Stanfill,1546
2015,10,Saturday Afternoon Session,It’s Never Too Early and It’s Never Too Late,Bradley D. Foster,1657
2015,10,Saturday Afternoon Session,Meeting the Challenges of Today’s World,Robert D. Hales,1736
2015,10,Saturday Afternoon Session,Strengthened by the Atonement of Jesus Christ,Dallin H. Oaks,1850
2015,10,Saturday Afternoon Session,Tested and Tempted—but Helped,Hugo Montoya,1164
2015,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,594
2015,10,Saturday Afternoon Session,Turn to Him and Answers Will Come,James B. Martino,1537
2015,10,Saturday Morning Session,God Is at the Helm,M. Russell Ballard,1852
2015,10,Saturday Morning Session,It Works Wonderfully!,Dieter F. Uchtdorf,2008
2015,10,Saturday Morning Session,Shipshape and Bristol Fashion: Be Temple Worthy—in Good Times and Bad Times,Quentin L. Cook,2139
2015,10,Saturday Morning Session,The Joy of Living a Christ-Centered Life,Richard J. Maynes,1783
2015,10,Saturday Morning Session,The Pleasing Word of God,Francisco J. Viñas,1542
2015,10,Saturday Morning Session,What Lack I Yet?,Larry R. Lawrence,1578
2015,10,Saturday Morning Session,Yielding Our Hearts to God,Neill F. Marriott,1274
2015,10,Sunday Afternoon Session,“Chosen to Bear Testimony of My Name”,David A. Bednar,2188
2015,10,Sunday Afternoon Session,"“If Ye Love Me, Keep My Commandments”",Carole M. Stephens,1629
2015,10,Sunday Afternoon Session,Blessed and Happy Are Those Who Keep the Commandments of God,Von G. Keetch,1381
2015,10,Sunday Afternoon Session,Eyes to See and Ears to Hear,Kim B. Clark,1417
2015,10,Sunday Afternoon Session,Hold on Thy Way,Koichi Aoyagi,1274
2015,10,Sunday Afternoon Session,My Heart Pondereth Them Continually,Devin G. Durrant,1839
2015,10,Sunday Afternoon Session,Remembering in Whom We Have Trusted,Allen D. Haynie,1678
2015,10,Sunday Afternoon Session,Why the Church,D. Todd Christofferson,2167
2015,10,Sunday Morning Session,A Plea to My Sisters,Russell M. Nelson,1723
2015,10,Sunday Morning Session,Be an Example and a Light,Thomas S. Monson,1781
2015,10,Sunday Morning Session,I Stand All Amazed,Ronald A. Rasband,908
2015,10,Sunday Morning Session,Let the Clarion Trumpet Sound,Gregory A. Schwitzer,1421
2015,10,Sunday Morning Session,Plain and Precious Truths,Gary E. Stevenson,1057
2015,10,Sunday Morning Session,That They Do Always Remember Him,Claudio R. M. Costa,1554
2015,10,Sunday Morning Session,The Holy Ghost as Your Companion,Henry B. Eyring,2420
2015,10,Sunday Morning Session,Through God’s Eyes,Dale G. Renlund,988
2016,4,General Priesthood Session,A Sacred Trust,Thomas S. Monson,487
2016,4,General Priesthood Session,Eternal Families,Henry B. Eyring,2315
2016,4,General Priesthood Session,In Praise of Those Who Save,Dieter F. Uchtdorf,1923
2016,4,General Priesthood Session,The Greatest Leaders Are the Greatest Followers,Stephen W. Owen,1595
2016,4,General Priesthood Session,The Price of Priesthood Power,Russell M. Nelson,1743
2016,4,General Women's Session,“I Was a Stranger”,Linda K. Burton,1555
2016,4,General Women's Session,He Asks Us to Be His Hands,Cheryl A. Esplin,1427
2016,4,General Women's Session,Trust in That Spirit Which Leadeth to Do Good,Henry B. Eyring,1843
2016,4,General Women's Session,What Shall We Do?,Neill F. Marriott,1403
2016,4,Saturday Afternoon Session,"“Whoso Receiveth Them, Receiveth Me”",Neil L. Andersen,1808
2016,4,Saturday Afternoon Session,Always Retain a Remission of Your Sins,David A. Bednar,1967
2016,4,Saturday Afternoon Session,"Church Auditing Department Report, 2015",Kevin R. Jergensen,172
2016,4,Saturday Afternoon Session,Family Councils,M. Russell Ballard,1743
2016,4,Saturday Afternoon Session,Standing with the Leaders of the Church,Ronald A. Rasband,1912
